"reg" "dis" "con" "N1" "ward" "N2"
"KILIMANJARO" "WILAYA YA MOSHI" "VUNJO" "8" "KIRUAVUNJO MASHARIKI" 1211
"KILIMANJARO" "WILAYA YA MOSHI" "VUNJO" "9" "MAKUYUNI" 1212
"KILIMANJARO" "WILAYA YA MOSHI" "VUNJO" "10" "MAMBA KASKAZINI" 1213
"KILIMANJARO" "WILAYA YA MOSHI" "VUNJO" "11" "MAMBA KUSINI" 1214
"KILIMANJARO" "WILAYA YA MOSHI" "VUNJO" "12" "MARANGU MAGHARIBI" 1215
"KILIMANJARO" "WILAYA YA MOSHI" "VUNJO" "13" "MARANGU MASHARIKI" 1216
"KILIMANJARO" "WILAYA YA MOSHI" "VUNJO" "14" "MWIKAKASKAZINI" 1217
"KILIMANJARO" "WILAYA YA MOSHI" "VUNJO" "15" "MWIKA KUSINI" 1218
"KILIMANJARO" "WILAYA YA MOSHI" "VUNJO" "16" "NJIAPANDA" 1219
"KILIMANJARO" "WILAYA YA MWANGA" "MWANGA" "1" "CHOMVU" 1220
"KILIMANJARO" "WILAYA YA MWANGA" "MWANGA" "2" "JIPE" 1221
"KILIMANJARO" "WILAYA YA MWANGA" "MWANGA" "3" "KIVISINI" 1222
"KILIMANJARO" "WILAYA YA MWANGA" "MWANGA" "4" "KIFULA" 1223
"KILIMANJARO" "WILAYA YA MWANGA" "MWANGA" "5" "KIGHARE" 1224
"KILIMANJARO" "WILAYA YA MWANGA" "MWANGA" "6" "KILEO" 1225
"KILIMANJARO" "WILAYA YA MWANGA" "MWANGA" "7" "KILOMENI" 1226
"KILIMANJARO" "WILAYA YA MWANGA" "MWANGA" "8" "KIRONGWE" 1227
"KILIMANJARO" "WILAYA YA MWANGA" "MWANGA" "9" "KIRYA" 1228
"KILIMANJARO" "WILAYA YA MWANGA" "MWANGA" "10" "KIGONINGONI" 1229
"KILIMANJARO" "WILAYA YA MWANGA" "MWANGA" "11" "KWAKOA" 1230
"KILIMANJARO" "WILAYA YA MWANGA" "MWANGA" "12" "TOLOHA" 1231
"KILIMANJARO" "WILAYA YA MWANGA" "MWANGA" "13" "LANG'ATA" 1232
"KILIMANJARO" "WILAYA YA MWANGA" "MWANGA" "14" "LEMBENI" 1233
"KILIMANJARO" "WILAYA YA MWANGA" "MWANGA" "15" "MGAGAO" 1234
"KILIMANJARO" "WILAYA YA MWANGA" "MWANGA" "16" "MSANGENI" 1235
"KILIMANJARO" "WILAYA YA MWANGA" "MWANGA" "17" "MWANGA" 1236
"KILIMANJARO" "WILAYA YA MWANGA" "MWANGA" "18" "MWANIKO" 1237
"KILIMANJARO" "WILAYA YA MWANGA" "MWANGA" "19" "NGUJINI" 1238
"KILIMANJARO" "WILAYA YA MWANGA" "MWANGA" "20" "SHIGHATINI" 1239
"KILIMANJARO" "WILAYA YA SIHA" "SIHA" "1" "LEVISHI" 1240
"KILIMANJARO" "WILAYA YA SIHA" "SIHA" "2" "NASAI" 1241
"KILIMANJARO" "WILAYA YA SIHA" "SIHA" "3" "KARANSI" 1242
"KILIMANJARO" "WILAYA YA SIHA" "SIHA" "4" "SANYA JUU" 1243
"KILIMANJARO" "WILAYA YA SIHA" "SIHA" "5" "MAKIWARU" 1244
"KILIMANJARO" "WILAYA YA SIHA" "SIHA" "6" "GARARAGUA" 1245
"KILIMANJARO" "WILAYA YA SIHA" "SIHA" "7" "OLKOLILI" 1246
"KILIMANJARO" "WILAYA YA SIHA" "SIHA" "8" "BIRIRI" 1247
"KILIMANJARO" "WILAYA YA SIHA" "SIHA" "9" "NGARENAIROBI" 1248
"KILIMANJARO" "WILAYA YA SIHA" "SIHA" "10" "NDUMETI" 1249
"KILIMANJARO" "WILAYA YA SIHA" "SIHA" "11" "KASHISHA" 1250
"KILIMANJARO" "WILAYA YA SIHA" "SIHA" "12" "IVAENY" 1251
"KILIMANJARO" "WILAYA YA SIHA" "SIHA" "13" "SONGU" 1252
"KILIMANJARO" "WILAYA YA SIHA" "SIHA" "14" "ORMERIRI" 1253
"KILIMANJARO" "WILAYA YA SIHA" "SIHA" "15" "DONYOMURIAOK" 1254
"KILIMANJARO" "WILAYA YA SIHA" "SIHA" "16" "MIJIIREFU" 1255
"KILIMANJARO" "WILAYA YA SIHA" "SIHA" "17" "KIRUA" 1256
"LINDI" "MANISPAA LINDI" "LINDI MJINI" "1" "NDORO" 1257
"LINDI" "MANISPAA LINDI" "LINDI MJINI" "2" "MSINJAHILI" 1258
"LINDI" "MANISPAA LINDI" "LINDI MJINI" "3" "MIKUMBI" 1259
"LINDI" "MANISPAA LINDI" "LINDI MJINI" "4" "RAHALEO" 1260
"LINDI" "MANISPAA LINDI" "LINDI MJINI" "5" "WAILES" 1261
"LINDI" "MANISPAA LINDI" "LINDI MJINI" "6" "MWENGE" 1262
"LINDI" "MANISPAA LINDI" "LINDI MJINI" "7" "MATOPENI" 1263
"LINDI" "MANISPAA LINDI" "LINDI MJINI" "8" "JAMHURI" 1264
"LINDI" "MANISPAA LINDI" "LINDI MJINI" "9" "MTANDA" 1265
"LINDI" "MANISPAA LINDI" "LINDI MJINI" "10" "MITANDI" 1266
"LINDI" "MANISPAA LINDI" "LINDI MJINI" "11" "NACHINGWEA" 1267
"LINDI" "MANISPAA LINDI" "LINDI MJINI" "12" "RASBURA" 1268
"LINDI" "MANISPAA LINDI" "LINDI MJINI" "13" "MAKONDE" 1269
"LINDI" "MANISPAA LINDI" "LINDI MJINI" "14" "TANDANGONGORO" 1270
"LINDI" "MANISPAA LINDI" "LINDI MJINI" "15" "MINGOYO" 1271
"LINDI" "MANISPAA LINDI" "LINDI MJINI" "16" "MBANJA" 1272
"LINDI" "MANISPAA LINDI" "LINDI MJINI" "17" "CHIKONJI" 1273
"LINDI" "MANISPAA LINDI" "LINDI MJINI" "18" "NG'APA" 1274
"LINDI" "MANISPAA LINDI" "LINDI MJINI" "19" "KITUMBIKWERA" 1275
"LINDI" "MANISPAA LINDI" "LINDI MJINI" "20" "MNAZI MMOJA" 1276
"LINDI" "WILAYA YA KILWA" "KILWA KASKAZINI" "1" "MIGURUWE" 1277
"LINDI" "WILAYA YA KILWA" "KILWA KASKAZINI" "2" "KINJUMBI" 1278
"LINDI" "WILAYA YA KILWA" "KILWA KASKAZINI" "3" "CHUMO" 1279
"LINDI" "WILAYA YA KILWA" "KILWA KASKAZINI" "4" "KIPATIMU" 1280
"LINDI" "WILAYA YA KILWA" "KILWA KASKAZINI" "5" "MINGUMBI" 1281
"LINDI" "WILAYA YA KILWA" "KILWA KASKAZINI" "6" "TINGI" 1282
"LINDI" "WILAYA YA KILWA" "KILWA KASKAZINI" "7" "MITEJA" 1283
"LINDI" "WILAYA YA KILWA" "KILWA KASKAZINI" "8" "NJINJO" 1284
"LINDI" "WILAYA YA KILWA" "KILWA KASKAZINI" "9" "MITOLE" 1285
"LINDI" "WILAYA YA KILWA" "KILWA KASKAZINI" "10" "KANDAWALE" 1286
"LINDI" "WILAYA YA KILWA" "KILWA KASKAZINI" "11" "KIBATA" 1287
"LINDI" "WILAYA YA KILWA" "KILWA KASKAZINI" "12" "NAMAYUNI" 1288
"LINDI" "WILAYA YA KILWA" "KILWA KASKAZINI" "13" "SOMANGA" 1289
"LINDI" "WILAYA YA KILWA" "KILWA KUSINI" "1" "MANDAWA" 1290
"LINDI" "WILAYA YA KILWA" "KILWA KUSINI" "2" "MASOKO" 1291
"LINDI" "WILAYA YA KILWA" "KILWA KUSINI" "3" "SONGOSONGO" 1292
"LINDI" "WILAYA YA KILWA" "KILWA KUSINI" "4" "KIVINJESINGINO" 1293
"LINDI" "WILAYA YA KILWA" "KILWA KUSINI" "5" "PANDE" 1294
"LINDI" "WILAYA YA KILWA" "KILWA KUSINI" "6" "LIKAWAGE" 1295
"LINDI" "WILAYA YA KILWA" "KILWA KUSINI" "7" "NANJIRINJI" 1296
"LINDI" "WILAYA YA KILWA" "KILWA KUSINI" "8" "LIHIMALYAO" 1297
"LINDI" "WILAYA YA KILWA" "KILWA KUSINI" "9" "KIRNJERNJE" 1298
"LINDI" "WILAYA YA KILWA" "KILWA KUSINI" "10" "KIKOLE" 1299
"LINDI" "WILAYA YA LINDI" "MCHINGA" "1" "KILOLAMBWANI" 1300
"LINDI" "WILAYA YA LINDI" "MCHINGA" "2" "KIWAWA" 1301
"LINDI" "WILAYA YA LINDI" "MCHINGA" "3" "MCHINGA" 1302
"LINDI" "WILAYA YA LINDI" "MCHINGA" "4" "MILOLA" 1303
"LINDI" "WILAYA YA LINDI" "MCHINGA" "5" "MIPINGO" 1304
"LINDI" "WILAYA YA LINDI" "MCHINGA" "6" "NANGARU" 1305
"LINDI" "WILAYA YA LINDI" "MCHINGA" "7" "RUTAMBA" 1306
"LINDI" "WILAYA YA LINDI" "MCHINGA" "8" "MATIMBA" 1307
"LINDI" "WILAYA YA LINDI" "MCHINGA" "9" "KITOMANGA" 1308
"LINDI" "WILAYA YA LINDI" "MCHINGA" "10" "KILANGALA" 1309
"LINDI" "WILAYA YA LINDI" "MCHINGA" "11" "KINYOPE" 1310
"LINDI" "WILAYA YA LINDI" "MCHINGA" "12" "MVULENI" 1311
"LINDI" "WILAYA YA LINDI" "MTAMA" "1" "KIWALALA" 1312
"LINDI" "WILAYA YA LINDI" "MTAMA" "2" "SUDI" 1313
"LINDI" "WILAYA YA LINDI" "MTAMA" "3" "MTUA" 1314
"LINDI" "WILAYA YA LINDI" "MTAMA" "4" "MNOLELA" 1315
"LINDI" "WILAYA YA LINDI" "MTAMA" "5" "NACHUNYU" 1316
"LINDI" "WILAYA YA LINDI" "MTAMA" "6" "MNARA" 1317
"LINDI" "WILAYA YA LINDI" "MTAMA" "7" "CHIPONDA" 1318
"LINDI" "WILAYA YA LINDI" "MTAMA" "8" "NYENGEDI" 1319
"LINDI" "WILAYA YA LINDI" "MTAMA" "9" "MTAMA" 1320
"LINDI" "WILAYA YA LINDI" "MTAMA" "10" "NYANGAO" 1321
"LINDI" "WILAYA YA LINDI" "MTAMA" "11" "NAMUPA" 1322
"LINDI" "WILAYA YA LINDI" "MTAMA" "12" "NAHUKAHUKA" 1323
"LINDI" "WILAYA YA LINDI" "MTAMA" "13" "NYANGAMARA" 1324
"LINDI" "WILAYA YA LINDI" "MTAMA" "14" "MANDWANGA" 1325
"LINDI" "WILAYA YA LINDI" "MTAMA" "15" "LONGA" 1326
"LINDI" "WILAYA YA LINDI" "MTAMA" "16" "NAVANGA" 1327
"LINDI" "WILAYA YA LINDI" "MTAMA" "17" "MTUMBYA" 1328
"LINDI" "WILAYA YA LINDI" "MTAMA" "18" "MAJENGO" 1329
"LINDI" "WILAYA YA LINDI" "MTAMA" "19" "NAMANGALE" 1330
"LINDI" "WILAYA YA LINDI" "MTAMA" "20" "PANGATENA" 1331
"LINDI" "WILAYA YA LIWALE" "LIWALE" "1" "MIHUMO" 1332
"LINDI" "WILAYA YA LIWALE" "LIWALE" "2" "LIWALE MJINI" 1333
"LINDI" "WILAYA YA LIWALE" "LIWALE" "3" "MBAYA" 1334
"4" "LIWALE'B'1,335" "LIWALE" NA NA NA
"4" "LIWALE'B'1,335" "LIWALE" "5" "MANGIRIKITI" 1336
"4" "LIWALE'B'1,335" "LIWALE" "6" "MPIGAMITI" 1337
"4" "LIWALE'B'1,335" "LIWALE" "7" "KIMAMBI" 1338
"4" "LIWALE'B'1,335" "LIWALE" "8" "NGONGOWELE" 1339
"4" "LIWALE'B'1,335" "LIWALE" "9" "KIBUTUKA" 1340
"4" "LIWALE'B'1,335" "LIWALE" "10" "MIRUI" 1341
"4" "LIWALE'B'1,335" "LIWALE" "11" "KIANGARA" 1342
"4" "LIWALE'B'1,335" "LIWALE" "12" "NANGANO" 1343
"4" "LIWALE'B'1,335" "LIWALE" "13" "MAKATA" 1344
"4" "LIWALE'B'1,335" "LIWALE" "14" "BARIKIWA" 1345
"4" "LIWALE'B'1,335" "LIWALE" "15" "MKUTANO" 1346
"4" "LIWALE'B'1,335" "LIWALE" "16" "MLEMBWE" 1347
"4" "LIWALE'B'1,335" "LIWALE" "17" "NANGANDO" 1348
"4" "LIWALE'B'1,335" "LIWALE" "18" "LIKONGOWELE" 1349
"4" "LIWALE'B'1,335" "LIWALE" "19" "LILOMBE" 1350
"4" "LIWALE'B'1,335" "LIWALE" "20" "KICHONDA" 1351
"4" "WILAYA YA NACHINGWEA" "NACHINGWEA" "1" "CHIOLA" 1352
"4" "WILAYA YA NACHINGWEA" "NACHINGWEA" "2" "KIEGEI" 1353
"4" "WILAYA YA NACHINGWEA" "NACHINGWEA" "3" "KILIMA RONDO" 1354
"4" "WILAYA YA NACHINGWEA" "NACHINGWEA" "4" "KILIMANIHEWA" 1355
"4" "WILAYA YA NACHINGWEA" "NACHINGWEA" "5" "KIPARA MNERO" 1356
"4" "WILAYA YA NACHINGWEA" "NACHINGWEA" "6" "LIONJA" 1357
"4" "WILAYA YA NACHINGWEA" "NACHINGWEA" "7" "MARAMBO" 1358
"4" "WILAYA YA NACHINGWEA" "NACHINGWEA" "8" "MATEKWE" 1359
"4" "WILAYA YA NACHINGWEA" "NACHINGWEA" "9" "MBONDO" 1360
"4" "WILAYA YA NACHINGWEA" "NACHINGWEA" "10" "MKOTOKUYANA" 1361
"4" "WILAYA YA NACHINGWEA" "NACHINGWEA" "11" "MKOKA" 1362
"4" "WILAYA YA NACHINGWEA" "NACHINGWEA" "12" "MINERO MIEMBENI" 1363
"4" "WILAYA YA NACHINGWEA" "NACHINGWEA" "13" "MINERONGONGO" 1364
"4" "WILAYA YA NACHINGWEA" "NACHINGWEA" "14" "MPIRUKA" 1365
"4" "WILAYA YA NACHINGWEA" "NACHINGWEA" "15" "MTUA" 1366
"4" "WILAYA YA NACHINGWEA" "NACHINGWEA" "16" "NAIPANGA" 1367
"4" "WILAYA YA NACHINGWEA" "NACHINGWEA" "17" "NAIPINGO" 1368
"4" "WILAYA YA NACHINGWEA" "NACHINGWEA" "18" "NAMAPWIA" 1369
"4" "WILAYA YA NACHINGWEA" "NACHINGWEA" "19" "NAMATULA" 1370
"4" "WILAYA YA NACHINGWEA" "NACHINGWEA" "20" "NACHINGWEA MJINI" 1371
"4" "WILAYA YA NACHINGWEA" "NACHINGWEA" "21" "NAMIKANGO" 1372
"4" "WILAYA YA NACHINGWEA" "NACHINGWEA" "22" "NANGOWE" 1373
"4" "WILAYA YA NACHINGWEA" "NACHINGWEA" "23" "NDITI" 1374
"4" "WILAYA YA NACHINGWEA" "NACHINGWEA" "24" "NDOMONI" 1375
"4" "WILAYA YA NACHINGWEA" "NACHINGWEA" "25" "RUPONDA" 1376
"4" "WILAYA YA NACHINGWEA" "NACHINGWEA" "26" "STESHENI" 1377
"4" "WILAYA YA NACHINGWEA" "NACHINGWEA" "27" "KIPARA MTUA" 1378
"4" "WILAYA YA NACHINGWEA" "NACHINGWEA" "28" "MCHONDA" 1379
"4" "WILAYA YA NACHINGWEA" "NACHINGWEA" "29" "NANG'ONDO" 1380
"4" "WILAYA YA NACHINGWEA" "NACHINGWEA" "30" "MITUMBATI" 1381
"4" "WILAYA YA NACHINGWEA" "NACHINGWEA" "31" "NGUNICHILE" 1382
"4" "WILAYA YA NACHINGWEA" "NACHINGWEA" "32" "NAMBAMBO" 1383
"4" "WILAYA YA NACHINGWEA" "NACHINGWEA" "33" "CHIUMBATI SHULENI" 1384
"4" "WILAYA YA NACHINGWEA" "NACHINGWEA" "34" "RAHALEO" 1385
"4" "WILAYA YA NACHINGWEA" "NACHINGWEA" "35" "BOMA" 1386
"4" "WILAYA YA NACHINGWEA" "HALMASHAURI YA WILAYA" "36" "UGAWAJI" 1387
"4" "RUANGWA" "RUANGWA" "1" "CHIENJELE" 1388
"4" "RUANGWA" "RUANGWA" "2" "CHUNYU" 1389
"4" "RUANGWA" "RUANGWA" "3" "LIKUNJA" 1390
"4" "RUANGWA" "RUANGWA" "4" "LUCHELEGWA" 1391
"4" "RUANGWA" "RUANGWA" "5" "MAKANJIRO" 1392
"4" "RUANGWA" "RUANGWA" "6" "MALOLO" 1393
"4" "RUANGWA" "RUANGWA" "7" "MANDARAWE" 1394
"4" "RUANGWA" "RUANGWA" "8" "MANDAWA" 1395
"4" "RUANGWA" "RUANGWA" "9" "MBEKENYERA" 1396
"4" "RUANGWA" "RUANGWA" "10" "MNACHO" 1397
"4" "RUANGWA" "RUANGWA" "11" "NAMBILANJE" 1398
"4" "RUANGWA" "RUANGWA" "12" "NAMICHIGA" 1399
"4" "RUANGWA" "RUANGWA" "13" "NARUNG'OMBE" 1400
"4" "RUANGWA" "RUANGWA" "14" "NKOWE" 1401
"4" "RUANGWA" "RUANGWA" "15" "RUANGWA" 1402
"4" "RUANGWA" "RUANGWA" "16" "CHINONGWE" 1403
"4" "RUANGWA" "RUANGWA" "17" "NANGANGA" 1404
"4" "RUANGWA" "RUANGWA" "18" "CHIBULA" 1405
"4" "RUANGWA" "RUANGWA" "19" "NANDAGALA" 1406
"4" "RUANGWA" "RUANGWA" "20" "MATAMBARALE" 1407
"4" "RUANGWA" "RUANGWA" "21" "NACHINGWEA" 1408
"4" "RUANGWA" "RUANGWA" "22" "MBWEMKULU" 1409
"MANYARA" "WILAYA YA HANANG" "HANANG" "1" "BALAGIDALALU" 1410
"MANYARA" "WILAYA YA HANANG" "HANANG" "2" "BASSODESH" 1411
"MANYARA" "WILAYA YA HANANG" "HANANG" "3" "BASSOTU" 1412
"MANYARA" "WILAYA YA HANANG" "HANANG" "4" "ENDASAK" 1413
"MANYARA" "WILAYA YA HANANG" "HANANG" "5" "GANANA" 1414
"MANYARA" "WILAYA YA HANANG" "HANANG" "6" "GEHANDU" 1415
"MANYARA" "WILAYA YA HANANG" "HANANG" "7" "GENDABI" 1416
"MANYARA" "WILAYA YA HANANG" "HANANG" "8" "GETANUWAS" 1417
"MANYARA" "WILAYA YA HANANG" "HANANG" "9" "GIDAHABABIEG" 1418
"MANYARA" "WILAYA YA HANANG" "HANANG" "10" "GISAMBALANG" 1419
"MANYARA" "WILAYA YA HANANG" "HANANG" "11" "GITING" 1420
"MANYARA" "WILAYA YA HANANG" "HANANG" "12" "HIDET" 1421
"MANYARA" "WILAYA YA HANANG" "HANANG" "13" "HIRBADAW" 1422
"MANYARA" "WILAYA YA HANANG" "HANANG" "14" "KATESH" 1423
"MANYARA" "WILAYA YA HANANG" "HANANG" "15" "LAGHANGA" 1424
"MANYARA" "WILAYA YA HANANG" "HANANG" "16" "MASAKTA" 1425
"MANYARA" "WILAYA YA HANANG" "HANANG" "17" "MASQARODA" 1426
"MANYARA" "WILAYA YA HANANG" "HANANG" "18" "MASKRON" 1427
"MANYARA" "WILAYA YA HANANG" "HANANG" "19" "MOGITU" 1428
"MANYARA" "WILAYA YA HANANG" "HANANG" "20" "NANGWA" 1429
"MANYARA" "WILAYA YA HANANG" "HANANG" "21" "SIMBAY" 1430
"MANYARA" "WILAYA YA HANANG" "HANANG" "22" "SIROP" 1431
"MANYARA" "WILAYA YA HANANG" "HANANG" "23" "LALAJI" 1432
"MANYARA" "WILAYA YA HANANG" "HANANG" "24" "ENDASIWOLD" 1433
"MANYARA" "WILAYA YA HANANG" "HANANG" "25" "DIRMA" 1434
"MANYARA" "WILAYA YA HANANG" "HANANG" "26" "WARETA" 1435
"MANYARA" "WILAYA YA HANANG" "HANANG" "27" "DARWAL" 1436
"MANYARA" "WILAYA YA HANANG" "HANANG" "28" "ISHPONGA" 1437
"MANYARA" "WILAYA YA HANANG" "HANANG" "29" "MURBADAWI" 1438
"MANYARA" "WILAYA YA HANANG" "HANANG" "30" "GARAWJAI" 1439
"MANYARA" "WILAYA YA HANANG" "HANANG" "31" "ENDAGAGAWI" 1440
"MANYARA" "WILAYA YA HANANG" "HANANG" "32" "DUMBETA" 1441
"MANYARA" "WILAYA YA HANANG" "HANANG" "33" "GORDON" 1442
"MANYARA" "WILAYA YA KITETO" "KITETO" "1" "BWAGAMOYO" 1443
"MANYARA" "WILAYA YA KITETO" "KITETO" "2" "DONGO" 1444
"MANYARA" "WILAYA YA KITETO" "KITETO" "3" "DOSIDOSI" 1445
"MANYARA" "WILAYA YA KITETO" "KITETO" "4" "ENGUSERO" 1446
"MANYARA" "WILAYA YA KITETO" "KITETO" "5" "KIBAYA" 1447
"MANYARA" "WILAYA YA KITETO" "KITETO" "6" "KIJUNGU" 1448
"MANYARA" "WILAYA YA KITETO" "KITETO" "7" "LENGATEI" 1449
"MANYARA" "WILAYA YA KITETO" "KITETO" "8" "MAKAME" 1450
"MANYARA" "WILAYA YA KITETO" "KITETO" "9" "MATUI" 1451
"MANYARA" "WILAYA YA KITETO" "KITETO" "10" "NDEDO" 1452
"MANYARA" "WILAYA YA KITETO" "KITETO" "11" "NJORO" 1453
"MANYARA" "WILAYA YA KITETO" "KITETO" "12" "OLBOROTI" 1454
"MANYARA" "WILAYA YA KITETO" "KITETO" "13" "PARTIMBO" 1455
"MANYARA" "WILAYA YA KITETO" "KITETO" "14" "SUNYA" 1456
"MANYARA" "WILAYA YA KITETO" "KITETO" "15" "LOOLERA" 1457
"MANYARA" "WILAYA YA KITETO" "KITETO" "16" "CHAPAKAZI" 1458
"MANYARA" "WILAYA YA KITETO" "KITETO" "17" "NAMELOCK" 1459
"MANYARA" "WILAYA YA KITETO" "KITETO" "18" "MAGUNGU" 1460
"MANYARA" "WILAYA YA KITETO" "KITETO" "19" "SONGAMBELE" 1461
"MANYARA" "WILAYA YA KITETO" "KITETO" "20" "NDIRIGISHI" 1462
"MANYARA" "WILAYA YA KITETO" "KITETO" "21" "LEIZARI" 1463
"MANYARA" "WILAYA YA KITETO" "KITETO" "22" "KALOLENI" 1464
"MANYARA" "WILAYA YA KITETO" "KITETO" "23" "BWAWANI" 1465
"MANYARA" "WILAYA YA MBULU" "MBULU VIJIJINI" "1" "YAEDA AMPA" 1466
"MANYARA" "WILAYA YA MBULU" "MBULU VIJIJINI" "2" "BASHAY" 1467
"MANYARA" "WILAYA YA MBULU" "MBULU VIJIJINI" "3" "TUMATI" 1468
"MANYARA" "WILAYA YA MBULU" "MBULU VIJIJINI" "4" "DONGOBESH" 1469
"MANYARA" "WILAYA YA MBULU" "MBULU VIJIJINI" "5" "DINAMU" 1470
"MANYARA" "WILAYA YA MBULU" "MBULU VIJIJINI" "6" "GIDHIMU" 1471
"MANYARA" "WILAYA YA MBULU" "MBULU VIJIJINI" "7" "MAGHANG" 1472
"MANYARA" "WILAYA YA MBULU" "MBULU VIJIJINI" "8" "LABAI" 1473
"MANYARA" "WILAYA YA MBULU" "MBULU VIJIJINI" "9" "MARETADU" 1474
"MANYARA" "WILAYA YA MBULU" "MBULU VIJIJINI" "10" "HAYDOM" 1475
"MANYARA" "WILAYA YA MBULU" "MBULU VIJIJINI" "11" "GETERER" 1476
"MANYARA" "WILAYA YA MBULU" "MBULU VIJIJINI" "12" "HAYDERER" 1477
"MANYARA" "WILAYA YA MBULU" "MBULU VIJIJINI" "13" "ENDAMILAY" 1478
"MANYARA" "WILAYA YA MBULU" "MBULU VIJIJINI" "14" "YAEDA CHINI" 1479
"MANYARA" "WILAYA YA MBULU" "MBULU VIJIJINI" "15" "ASHKESH" 1480
"MANYARA" "WILAYA YA MBULU" "MBULU VIJIJINI" "16" "MASIEDA" 1481
"MANYARA" "WILAYA YA MBULU" "MBULU VIJIJINI" "17" "ENDAHAGICHAN" 1482
"MANYARA" "WILAYA YA MBULU" "MBULU VIJIJINI" "18" "MOSQARODA" 1483
"MANYARA" "MJI WA MBULU" "MBULU MJINI" "1" "AYAMOHE" 1484
"MANYARA" "MJI WA MBULU" "MBULU MJINI" "2" "SARUBARAI" 1485
"MANYARA" "MJI WA MBULU" "MBULU MJINI" "3" "IMBORU" 1486
"MANYARA" "MJI WA MBULU" "MBULU MJINI" "4" "AYAMAAMI" 1487
"MANYARA" "MJI WA MBULU" "MBULU MJINI" "5" "ENDAGIKOTI" 1488
"MANYARA" "MJI WA MBULU" "MBULU MJINI" "6" "UHURU" 1489
"MANYARA" "MJI WA MBULU" "MBULU MJINI" "7" "SILALODA" 1490
"MANYARA" "MJI WA MBULU" "MBULU MJINI" "8" "KAINAM" 1491
"MANYARA" "MJI WA MBULU" "MBULU MJINI" "9" "MURRAY" 1492
"MANYARA" "MJI WA MBULU" "MBULU MJINI" "10" "GEHANDU" 1493
"MANYARA" "MJI WA MBULU" "MBULU MJINI" "11" "BARGISH" 1494
"MANYARA" "MJI WA MBULU" "MBULU MJINI" "12" "DAUDI" 1495
"MANYARA" "MJI WA MBULU" "MBULU MJINI" "13" "TLAWI" 1496
"MANYARA" "MJI WA MBULU" "MBULU MJINI" "14" "NAHASEY" 1497
"MANYARA" "MJI WA MBULU" "MBULU MJINI" "15" "NAMBISI" 1498
"MANYARA" "MJI WA MBULU" "MBULU MJINI" "16" "MARANG" 1499
"MANYARA" "MJI WA MBULU" "MBULU MJINI" "17" "GUNYODA" 1500
"MANYARA" "WILAYA YA SIMANJIRO" "SIMANJIRO" "1" "EMBOREET" 1501
"MANYARA" "WILAYA YA SIMANJIRO" "SIMANJIRO" "2" "KITWAI" 1502
"MANYARA" "WILAYA YA SIMANJIRO" "SIMANJIRO" "3" "KOMOLO" 1503
"MANYARA" "WILAYA YA SIMANJIRO" "SIMANJIRO" "4" "LOIBORSIRET" 1504
"MANYARA" "WILAYA YA SIMANJIRO" "SIMANJIRO" "5" "LIBORSOIT" 1505
"MANYARA" "WILAYA YA SIMANJIRO" "SIMANJIRO" "6" "MERERANI" 1506
"MANYARA" "WILAYA YA SIMANJIRO" "SIMANJIRO" "7" "MSITU WA TEMBO" 1507
"MANYARA" "WILAYA YA SIMANJIRO" "SIMANJIRO" "8" "NABERERA" 1508
"MANYARA" "WILAYA YA SIMANJIRO" "SIMANJIRO" "9" "NAISINYAI" 1509
"MANYARA" "WILAYA YA SIMANJIRO" "SIMANJIRO" "10" "NGORIKA" 1510
"MANYARA" "WILAYA YA SIMANJIRO" "SIMANJIRO" "11" "OLJORO NO.5" 1511
"MANYARA" "WILAYA YA SIMANJIRO" "SIMANJIRO" "12" "ORKESMET" 1512
"MANYARA" "WILAYA YA SIMANJIRO" "SIMANJIRO" "13" "RUVU REMITI" 1513
"MANYARA" "WILAYA YA SIMANJIRO" "SIMANJIRO" "14" "SHAMBARAI" 1514
"MANYARA" "WILAYA YA SIMANJIRO" "SIMANJIRO" "15" "TERRAT" 1515
"MANYARA" "WILAYA YA SIMANJIRO" "SIMANJIRO" "16" "Endiantu" 1516
"MANYARA" "WILAYA YA SIMANJIRO" "SIMANJIRO" "17" "Langai" 1517
"MANYARA" "WILAYA YA SIMANJIRO" "SIMANJIRO" "18" "ENDONYONGIJAPE" 1518
"MANYARA" "MJI BABATI" "BABATI MJINI" "1" "BABATI" 1519
"MANYARA" "MJI BABATI" "BABATI MJINI" "2" "BAGARA" 1520
"MANYARA" "MJI BABATI" "BABATI MJINI" "3" "BONGA" 1521
"MANYARA" "MJI BABATI" "BABATI MJINI" "4" "MAISAKA" 1522
"MANYARA" "MJI BABATI" "BABATI MJINI" "5" "MUTUKA" 1523
"MANYARA" "MJI BABATI" "BABATI MJINI" "6" "NANGARA" 1524
"MANYARA" "MJI BABATI" "BABATI MJINI" "7" "SIGINO" 1525
"MANYARA" "MJI BABATI" "BABATI MJINI" "8" "SINGE" 1526
"MANYARA" "WILAYA YA BABATI" "BABATI VIJIJINI" "1" "ARRI" 1527
"MANYARA" "WILAYA YA BABATI" "BABATI VIJIJINI" "2" "AYASANDA" 1528
"MANYARA" "WILAYA YA BABATI" "BABATI VIJIJINI" "3" "BASHNETI" 1529
"MANYARA" "WILAYA YA BABATI" "BABATI VIJIJINI" "4" "DABIL" 1530
